audio_path,passed,reasons,warnings,duration,sample_rate,bit_depth,channels,file_size,silence_ratio,clipping_ratio,snr_db,dynamic_range_db,loudness_lufs,true_peak_db,corrupted,too_short,too_long,low_sample_rate,low_bit_depth,high_silence,high_clipping,low_snr,low_dynamic_range,loudness_normalized,noise_candidate,noise_candidate_reason
/Users/m.jian/music_corpus_project/data/00_raw_collect/raw_audio/25/84/258454060d359241f2ea3499f91e4fd9_01M0E9X1CNR601CZY38WVQB82E.wav,False,时长过短: 2.0s < 5s,响度已归一化: -inf → -14 LUFS; 降噪候选: spectral_flatness=1.000>0.5,2.015,44100,16,2,355538,0.0,0.0,inf,0.0,-inf,-200.0,False,True,False,False,False,False,False,False,False,True,True,spectral_flatness=1.000>0.5
