audio_id,audio_path,onset_madmom_count,onset_madmom_rate,onset_librosa_count,onset_librosa_rate,consistency_madmom_librosa_n_onsets1,consistency_madmom_librosa_n_onsets2,consistency_madmom_librosa_matched_count,consistency_madmom_librosa_match_ratio1,consistency_madmom_librosa_match_ratio2,consistency_madmom_librosa_mean_time_diff
0e5bed0b45b606bc1d1b7678bc07bc70_01M0E9X19DMAXGT6QD167G1YJX,data/01_preprocess/processed_master/0e/5b/0e5bed0b45b606bc1d1b7678bc07bc70_01M0E9X19DMAXGT6QD167G1YJX.flac,9,0.4337349397569459,53,1.7874076203933458,9,53,3,0.3333333333333333,0.05660377358490566,0.016591080876796244
13b90e65b754067abdde582a4439ff52_01M0E9X1AGP5JXX7YEA7NAV25V,data/01_preprocess/processed_master/13/b9/13b90e65b754067abdde582a4439ff52_01M0E9X1AGP5JXX7YEA7NAV25V.flac,11,0.4729148753204088,60,2.5136034776159293,11,60,8,0.7272727272727273,0.13333333333333333,0.018696145124716873
258454060d359241f2ea3499f91e4fd9_01M0E9X1CNR601CZY38WVQB82E,data/01_preprocess/processed_master/25/84/258454060d359241f2ea3499f91e4fd9_01M0E9X1CNR601CZY38WVQB82E.flac,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0
